weekday,day,month,year,time,aircraft_type,num_of_engines,engine_type,engine_model,years_active,airframe_hrs,operator,occupants,accident_loc,above_ocean,flight_phase,damage,accident_latitude,accident_longtitude,fatalities
2,14.0,8,1972,17.01666667,192,4.0,3,49,2.0,3520.0,1122,156.0,68,0,5.0,4.0,52.306859,13.688614,156.0
4,16.0,8,1972,13.56666667,137,2.0,1,80,28.0,33236.0,2197,31.0,120,0,4.0,3.0,18.4492,94.2955,28.0
1,27.0,8,1972,13.56666667,137,2.0,1,80,30.0,35610.0,1292,34.0,192,0,7.0,3.0,6.297,-62.872,34.0
5,31.0,8,1972,10.31666667,191,4.0,2,41,10.0,10798.0,115,102.0,147,0,5.0,4.0,53.60146,58.870935,102.0
1,10.0,9,1972,10.33333333,137,2.0,1,80,30.0,28615.0,850,11.0,59,0,5.0,3.0,12.6,37.477,11.0
4,13.0,9,1972,13.56666667,137,2.0,1,80,29.0,34423.0,1734,31.0,122,0,5.0,3.0,27.6483,85.6205,31.0
4,13.0,9,1972,22.71666667,54,4.0,3,71,3.0,9424.0,2109,3.0,188,0,3.0,3.0,37.618972,-122.374889,0.0
1,24.0,9,1972,6.766666667,234,4.0,3,71,8.0,9496.0,1161,122.0,82,0,6.0,2.0,19.0992,72.8386,0.0
1,1.0,10,1972,19.41666667,191,4.0,2,41,9.0,15718.0,121,109.0,147,0,4.0,4.0,43.429,39.868,109.0
6,13.0,10,1972,21.81666667,192,4.0,3,49,4.0,4374.0,114,174.0,147,0,7.0,4.0,56.080556,37.41,174.0
1,22.0,10,1972,13.56666667,294,3.0,3,43,0.0,0.0,118,41.0,147,0,3.0,2.0,56.172947,92.493278,0.0
6,27.0,10,1972,19.33333333,291,4.0,2,94,17.0,31413.0,235,68.0,63,0,5.0,4.0,45.812649,3.707,60.0
3,21.0,11,1972,17.66666667,137,2.0,1,81,27.0,32049.0,2206,10.0,176,0,7.0,3.0,17.3905,104.6508,2.0
3,28.0,11,1972,19.85,234,4.0,3,71,3.0,3561.0,1161,76.0,147,0,4.0,4.0,55.9689,37.3848,61.0
1,3.0,12,1972,6.75,123,4.0,3,25,10.0,11870.0,1949,155.0,164,0,4.0,4.0,28.48906,-16.361641,155.0
3,5.0,12,1972,15.08333333,54,4.0,3,71,3.0,3561.0,825,6.0,54,0,5.0,3.0,29.05,31.03333,6.0
6,8.0,12,1972,14.46666667,59,2.0,3,73,4.25,7247.0,2198,61.0,188,0,7.0,3.0,41.765253,-87.716085,43.0
4,20.0,12,1972,18.0,237,2.0,3,73,4.0,11812.0,1511,45.0,188,0,3.0,3.0,41.978603,-87.904842,10.0
5,21.0,12,1972,13.56666667,300,2.0,2,64,3.0,3561.0,229,13.0,157,0,7.0,3.0,37.0625,-95.67706,13.0
7,23.0,12,1972,16.56666667,164,2.0,3,101,3.666666667,8228.0,546,45.0,132,0,7.0,4.0,59.877988,10.317004,40.0
6,29.0,12,1972,23.7,216,3.0,3,100,0.0,986.0,821,176.0,188,0,7.0,4.0,25.866667,-80.6,101.0
3,2.0,1,1973,1.566666667,54,4.0,3,71,9.0,33059.0,1567,5.0,30,0,7.0,4.0,53.27224,-113.530054,5.0
6,19.0,1,1973,13.56666667,137,2.0,1,80,28.0,33236.0,2107,4.0,84,0,6.0,3.0,-0.150711,109.403892,0.0
3,30.0,1,1973,23.31666667,236,2.0,3,73,4.0,4748.0,1811,33.0,132,0,3.0,3.0,59.887474,10.59417,0.0
2,5.0,2,1973,13.56666667,300,2.0,2,64,5.0,3128.0,1210,18.0,62,0,5.0,4.0,65.5693,27.668657,0.0
2,5.0,2,1973,13.56666667,137,2.0,1,81,29.0,34423.0,2206,8.0,97,0,5.0,3.0,15.37,107.0,8.0
4,21.0,2,1973,14.18333333,57,3.0,3,73,4.333333333,4526.0,1287,113.0,54,0,5.0,4.0,30.408333,32.55833,108.0
4,21.0,2,1973,13.56666667,137,2.0,1,80,30.0,35610.0,177,28.0,136,0,7.0,3.0,8.85018,-82.46246,22.0
4,21.0,2,1973,13.56666667,124,2.0,1,83,29.0,34423.0,1185,2.0,37,0,7.0,3.0,7.0073,-73.817,2.0
6,23.0,2,1973,15.91666667,137,2.0,1,80,28.0,24261.0,1936,1.0,125,0,8.0,3.0,-41.669129,174.088497,1.0
7,24.0,2,1973,13.56666667,191,4.0,2,41,14.0,16618.0,103,79.0,174,0,5.0,4.0,40.2077,69.656365,79.0
4,28.0,2,1973,13.56666667,300,2.0,2,64,6.0,7122.0,1399,13.0,84,0,5.0,3.0,-3.379105,135.54335,13.0
4,28.0,2,1973,18.98333333,294,3.0,3,43,2.0,1798.0,115,32.0,93,0,3.0,4.0,50.351303,80.234361,32.0
6,2.0,3,1973,18.83333333,137,2.0,1,80,31.0,36797.0,420,23.0,13,0,6.0,3.0,24.063275,-74.523967,0.0
7,3.0,3,1973,12.75,191,4.0,2,41,11.0,13057.0,504,25.0,147,0,7.0,3.0,55.972642,37.414589,25.0
2,5.0,3,1973,12.86666667,237,2.0,3,73,6.0,10852.0,1097,68.0,63,0,5.0,4.0,47.033333,-1.416667,68.0
2,5.0,3,1973,1.666666667,272,2.0,3,73,5.666666667,6726.3333337290005,453,3.0,142,0,7.0,3.0,32.679,-16.785,3.0
3,10.0,4,1973,10.21666667,288,4.0,2,104,11.0,16367.0,1129,145.0,170,0,7.0,4.0,47.456155,7.518236,108.0
5,12.0,4,1973,13.56666667,123,4.0,3,25,12.0,14244.0,1458,11.0,188,0,7.0,3.0,37.4,-122.04101,11.0
5,12.0,4,1973,14.83333333,224,4.0,2,1,3.0,3561.0,2214,6.0,188,0,7.0,3.0,37.4,-122.0403,5.0
6,13.0,4,1973,16.58333333,254,2.0,3,70,5.0,2372.0,714,2.0,188,0,5.0,4.0,38.5104,-107.9051,2.0
2,23.0,4,1973,15.1,279,2.0,3,59,13.0,17095.0,123,57.0,147,0,7.0,3.0,59.62,29.97,2.0
4,2.0,5,1973,18.5,247,2.0,1,8,16.320683111964417,19379.0,942,11.0,119,0,7.0,3.0,-11.686309,39.56715,11.0
6,18.0,5,1973,9.633333333,279,2.0,3,59,15.0,19329.0,112,81.0,147,0,5.0,4.0,51.6001,108.833,81.0
5,31.0,5,1973,21.96666667,59,2.0,3,73,2.166666667,2571.833333729,1111,65.0,82,0,7.0,4.0,28.5454,77.183738,48.0
1,3.0,6,1973,15.33333333,283,4.0,3,47,1.166666667,1384.833333729,2166,6.0,63,0,4.0,4.0,49.02472,2.4725,6.0
7,9.0,6,1973,13.56666667,54,4.0,3,71,7.0,8309.0,2235,4.0,25,0,7.0,3.0,-22.808903,-43.243647,2.0
4,20.0,6,1973,22.78333333,235,2.0,3,73,6.0,7122.0,147,27.0,113,0,7.0,3.0,20.494986,-105.014398,27.0
5,21.0,6,1973,13.56666667,234,4.0,3,71,5.0,5935.0,198,0.0,30,0,0.0,3.0,43.677223,-79.630556,0.0
4,11.0,7,1973,14.05,54,4.0,3,71,5.0,21470.0,2235,134.0,63,0,7.0,4.0,48.707507,2.286198,123.0
1,22.0,7,1973,22.1,54,4.0,3,71,7.0,27314.0,1575,79.0,64,0,5.0,4.0,-17.525005,-149.586483,78.0
2,23.0,7,1973,13.56666667,68,4.0,3,74,1.416666667,4203.0,1161,0.0,101,0,0.0,4.0,32.096786,20.269472,0.0
2,23.0,7,1973,17.71666667,157,2.0,2,94,7.0,14300.0,1553,44.0,188,0,7.0,3.0,38.718611,-90.308333,38.0
6,27.0,7,1973,10.08333333,57,3.0,3,73,7.0,8309.0,895,4.0,188,0,5.0,2.0,35.52883,-97.775245,0.0
3,31.0,7,1973,11.13333333,237,2.0,3,73,6.0,14639.0,760,89.0,188,0,7.0,4.0,42.364347,-71.005181,88.0
4,8.0,8,1973,15.95,294,3.0,3,43,2.0,2171.0,109,31.0,147,0,3.0,4.0,64.600281,40.716667,1.0
2,13.0,8,1973,11.66666667,272,2.0,3,73,6.166666667,13118.0,453,85.0,164,0,7.0,4.0,43.3317,-8.35,85.0
3,28.0,8,1973,21.75,211,4.0,3,71,12.107834877843302,14372.0,2206,25.0,164,0,7.0,3.0,40.48002,-2.950126,24.0
4,29.0,8,1973,6.65,279,2.0,3,59,15.0,17805.0,603,70.0,45,0,6.0,3.0,35.14335,33.281,0.0
4,5.0,9,1973,13.56666667,57,3.0,3,73,5.666666667,6726.3333337290005,317,41.0,176,0,5.0,2.0,13.495321,101.68779,0.0
7,8.0,9,1973,13.56666667,234,4.0,3,71,2.0,10077.0,2312,6.0,188,0,5.0,3.0,55.1836,-162.271,6.0
2,10.0,9,1973,16.26666667,123,4.0,3,25,16.320683111964417,19379.0,607,4.0,73,0,6.0,3.0,13.4854,144.7993,0.0
5,27.0,9,1973,20.86666667,121,2.0,2,94,25.0,51208.0,2068,11.0,188,0,5.0,4.0,34.701389,-94.333333,11.0
1,30.0,9,1973,20.61666667,279,2.0,3,59,13.0,20582.0,106,108.0,147,0,4.0,4.0,56.71,60.637,108.0
7,13.0,10,1973,20.3,279,2.0,3,59,13.0,16250.0,97,122.0,147,0,7.0,4.0,55.502,37.652,122.0
3,16.0,10,1973,13.78333333,54,4.0,3,71,7.0,8309.0,2106,7.0,82,0,3.0,2.0,19.088686,72.867919,0.0
1,28.0,10,1973,22.35,59,2.0,3,73,4.833333333,9046.0,1618,96.0,188,0,6.0,2.0,36.097747,-79.937297,0.0
6,2.0,11,1973,13.56666667,181,2.0,2,94,12.0,14244.0,1296,16.0,37,0,7.0,3.0,4.077,-73.5665,6.0
7,3.0,11,1973,9.65,54,4.0,3,71,6.0,24537.0,1575,3.0,188,0,7.0,4.0,42.35427,-70.99142,3.0
7,17.0,11,1973,13.56666667,137,2.0,1,80,29.0,34423.0,317,27.0,193,0,5.0,3.0,15.289,108.715,27.0
3,27.0,11,1973,21.48333333,237,2.0,3,73,5.0,15615.0,821,26.0,188,0,6.0,3.0,40.929353,-81.44013,0.0
6,7.0,12,1973,22.48333333,279,2.0,3,59,13.0,18300.0,97,75.0,147,0,7.0,4.0,55.4082,37.888,16.0
7,15.0,12,1973,23.88333333,217,4.0,1,119,16.0,28905.0,329,3.0,188,0,4.0,3.0,25.80302,-80.2474,3.0
1,16.0,12,1973,19.21666667,281,2.0,3,108,9.0,14903.0,100,51.0,147,0,5.0,3.0,55.754941,35.837402,51.0
2,17.0,12,1973,13.0,54,4.0,3,71,8.0,39932.0,1575,177.0,89,0,0.0,3.0,41.804475,12.250797,30.0
1,23.0,12,1973,13.56666667,281,2.0,3,108,10.0,11870.0,121,17.0,185,0,5.0,3.0,49.8167,24.1,17.0
1,23.0,12,1973,18.5,272,2.0,3,91,11.5,13650.5,732,58.0,25,0,6.0,3.0,-3.146042,-59.9863,0.0
1,6.0,1,1974,19.08333333,47,2.0,2,64,5.0,7503.0,214,17.0,188,0,7.0,3.0,40.30717,-78.82659,12.0
4,16.0,1,1974,1.583333333,54,4.0,3,71,12.0,38876.0,2109,63.0,188,0,6.0,3.0,33.942536,-118.408075,0.0
1,3.0,3,1974,13.56666667,140,4.0,1,119,16.0,18992.0,39,10.0,187,0,6.0,3.0,51.877696,-0.35064,0.0
1,3.0,3,1974,13.56666667,286,4.0,3,93,6.0,7122.0,565,0.0,123,0,0.0,3.0,52.308613,4.763889,0.0
4,13.0,3,1974,20.46666667,119,2.0,1,83,21.0,41112.0,1851,36.0,188,0,5.0,4.0,37.3325,-118.270556,36.0
6,15.0,3,1974,8.15,272,2.0,3,73,4.0,13773.0,1968,96.0,85,0,2.0,4.0,35.689167,51.313416,15.0
6,19.0,4,1974,22.9,216,3.0,3,100,1.166666667,2382.0,2109,0.0,188,0,0.0,3.0,42.364347,-71.005181,0.0
2,22.0,4,1974,22.43333333,54,4.0,3,71,8.0,28000.0,1575,107.0,84,0,7.0,4.0,-8.270043,114.764588,107.0
7,27.0,4,1974,18.11666667,191,4.0,2,41,10.0,18358.0,120,109.0,147,0,7.0,4.0,59.8017,30.341,109.0
3,30.0,4,1974,13.78333333,47,2.0,2,64,6.0,7122.0,1400,12.0,188,0,4.0,3.0,29.2642,-94.8593,6.0
5,2.0,5,1974,14.16666667,294,3.0,3,43,0.0,124.0,110,38.0,147,0,3.0,3.0,47.258208,39.818089,1.0
2,6.0,5,1974,22.35,139,4.0,1,83,21.0,24927.0,944,3.0,68,0,7.0,3.0,49.492326,11.149413,3.0
5,9.0,5,1974,13.56666667,191,4.0,2,41,13.0,19767.0,127,75.0,185,0,6.0,3.0,48.884167,24.686111,0.0
1,19.0,5,1974,9.333333333,30,4.0,2,94,14.83333333,17607.166662710002,2212,6.0,188,0,3.0,3.0,61.159179,-149.7802,0.0
5,23.0,5,1974,16.88333333,215,4.0,2,1,7.0,18837.0,1807,4.0,188,0,5.0,3.0,39.862778,-89.597778,4.0
5,23.0,5,1974,22.08333333,294,3.0,3,43,2.0,2367.0,105,29.0,185,0,7.0,4.0,50.417785,30.188998,29.0
7,8.0,6,1974,14.5,291,4.0,2,94,16.08333333,19090.91666271,145,44.0,37,0,5.0,4.0,7.8333,-72.58333,44.0
6,21.0,6,1974,13.56666667,57,3.0,3,73,8.25,9792.75,750,134.0,187,0,3.0,2.0,51.8715,-0.38654,0.0
2,24.0,6,1974,16.75,176,2.0,3,101,5.0,3224.0,1089,3.0,188,0,5.0,4.0,33.13597,-81.37084,3.0
2,8.0,7,1974,12.83333333,30,4.0,2,94,13.0,15431.0,795,3.0,188,0,6.0,3.0,68.348835,-166.79935,0.0
2,22.0,7,1974,2.0,247,2.0,1,8,16.320683111964417,19379.0,835,32.0,45,0,7.0,4.0,35.1432,33.2777,31.0
1,11.0,8,1974,13.56666667,191,4.0,2,41,13.0,15431.0,253,60.0,27,0,7.0,3.0,12.4711,-1.19,47.0
1,18.0,8,1974,13.56666667,211,4.0,3,71,13.764953664700927,16339.0,2206,7.0,22,0,5.0,3.0,-16.263,-68.194,7.0
1,8.0,9,1974,13.56666667,54,4.0,3,71,5.0,21733.0,2109,88.0,112,1,5.0,4.0,38.33333,19.25,88.0
4,11.0,9,1974,20.83333333,57,3.0,3,73,3.916666667,4649.083333729,2235,84.0,25,0,6.0,2.0,-8.126794,-34.923039,0.0
4,11.0,9,1974,7.566666667,237,2.0,3,73,5.0,16860.0,821,82.0,188,0,7.0,4.0,35.153889,-80.926111,72.0
1,15.0,9,1974,13.56666667,57,3.0,3,73,6.75,8012.25,317,75.0,193,0,4.0,4.0,11.630137,108.933569,75.0
6,4.0,10,1974,13.56666667,139,4.0,1,83,21.0,43017.0,761,105.0,187,0,3.0,3.0,51.567921,0.68769,0.0
6,18.0,10,1974,23.86666667,17,4.0,2,41,7.0,11124.0,112,12.0,147,0,7.0,3.0,58.49565,92.104107,1.0
1,27.0,10,1974,23.6,215,4.0,2,1,7.0,8309.0,354,4.0,188,0,7.0,3.0,66.40689,-150.55,4.0
4,30.0,10,1974,0.333333333,221,4.0,2,1,13.5,16024.5,1578,34.0,30,0,7.0,3.0,75.3536,-105.705,32.0
4,20.0,11,1974,7.9,68,4.0,3,74,4.666666667,16781.0,1318,157.0,94,0,3.0,4.0,-1.335432,36.904979,59.0
4,20.0,11,1974,13.56666667,137,2.0,1,80,31.0,27809.0,850,24.0,59,0,3.0,3.0,6.817,37.75,2.0
1,1.0,12,1974,11.16666667,57,3.0,3,73,4.833333333,11997.0,2109,92.0,188,0,7.0,4.0,39.068333,-77.869167,92.0
1,1.0,12,1974,19.43333333,57,3.0,3,73,5.0,5935.0,1525,3.0,188,0,5.0,3.0,41.214722,-74.094444,3.0
4,4.0,12,1974,22.25,234,4.0,3,71,8.0,35613.0,1381,191.0,165,0,5.0,4.0,6.892283,80.490361,191.0
7,14.0,12,1974,11.01666667,294,3.0,3,43,3.0,3637.0,103,19.0,190,0,3.0,4.0,39.775,64.483333,7.0
1,22.0,12,1974,13.5,235,2.0,3,73,7.0,8309.0,29,75.0,192,0,5.0,4.0,9.841906,-62.876864,75.0
3,24.0,12,1974,13.56666667,181,2.0,2,94,6.0,11781.0,563,53.0,187,0,6.0,3.0,49.210042,-2.1887,0.0
1,5.0,1,1975,13.56666667,300,2.0,2,64,6.416666667,7616.5833337290005,826,13.0,6,0,5.0,3.0,-26.945155,-65.656636,13.0
5,9.0,1,1975,16.11666667,300,2.0,2,64,8.0,10092.0,1008,12.0,188,0,7.0,3.0,33.978,-118.0316,12.0
4,15.0,1,1975,17.35,191,4.0,2,41,11.0,13057.0,1364,9.0,80,0,7.0,3.0,47.4216,19.262,9.0
3,28.0,1,1975,13.56666667,294,3.0,3,43,3.0,3561.0,105,17.0,185,0,3.0,3.0,47.867003,35.315692,0.0
4,19.0,2,1975,13.56666667,294,3.0,3,43,3.0,3561.0,983,16.0,68,0,6.0,3.0,49.215017,7.0936,0.0
7,22.0,2,1975,22.2,95,4.0,2,104,15.25,18101.75,87,5.0,37,0,4.0,3.0,6.286,-75.508,5.0
6,21.0,3,1975,23.25,211,4.0,3,71,14.14743049705139,16793.0,2206,16.0,188,0,5.0,3.0,47.7726,-123.1281,16.0
5,27.0,3,1975,14.58333333,137,2.0,1,80,34.0,13901.0,895,11.0,188,0,3.0,3.0,41.178267,-78.898697,0.0
5,27.0,3,1975,18.76666667,124,2.0,1,83,31.0,36797.0,883,2.0,188,0,6.0,3.0,70.194722,-148.465278,0.0
2,31.0,3,1975,7.716666667,59,2.0,3,73,5.916666667,14076.0,2288,99.0,188,0,6.0,3.0,42.907972,-106.464403,0.0
6,4.0,4,1975,16.5,212,4.0,3,31,16.320683111964417,19379.0,2206,314.0,193,0,5.0,4.0,10.843928,106.701794,138.0
7,26.0,4,1975,21.91666667,44,2.0,2,64,4.0,1280.0,1972,9.0,188,0,4.0,4.0,32.234154,-80.691283,6.0
5,12.0,6,1975,2.25,68,4.0,3,74,2.666666667,3165.333333729,222,394.0,82,0,3.0,3.0,19.088686,72.867919,0.0
3,24.0,6,1975,16.08333333,57,3.0,3,73,4.666666667,12206.0,821,124.0,188,0,7.0,4.0,40.649583,-73.752083,113.0
4,2.0,7,1975,13.56666667,47,2.0,2,64,6.0,7122.0,2088,8.0,63,0,4.0,3.0,47.16606,-1.6011,8.0
3,15.0,7,1975,12.56666667,294,3.0,3,43,1.0,1244.0,94,40.0,67,0,7.0,4.0,41.6247222,41.8233,40.0
1,3.0,8,1975,4.416666667,54,4.0,3,71,11.25,39749.0,359,188.0,118,0,5.0,4.0,30.586776,-9.411217,188.0
5,7.0,8,1975,16.18333333,57,3.0,3,73,7.0,23850.0,714,134.0,188,0,4.0,2.0,39.779255,-104.88184,0.0
6,15.0,8,1975,22.01666667,294,3.0,3,43,2.0,2130.0,95,38.0,180,0,7.0,4.0,40.009629,53.015635,23.0
4,20.0,8,1975,1.216666667,192,4.0,3,49,2.0,4000.0,603,128.0,171,0,7.0,4.0,33.520384,36.669798,126.0
4,27.0,8,1975,9.366666667,137,2.0,1,80,31.0,37365.0,814,19.0,175,0,6.0,3.0,-10.339058,40.181781,0.0
7,30.0,8,1975,13.95,156,2.0,2,94,17.0,2397.0,2293,32.0,188,0,7.0,3.0,63.764994,-171.709582,10.0
2,15.0,9,1975,13.56666667,183,3.0,3,101,6.0,12892.0,557,117.0,164,0,3.0,3.0,43.302984,-2.9363,0.0
7,27.0,9,1975,6.0,95,4.0,2,104,14.5,20108.0,173,10.0,188,0,3.0,3.0,25.79325,-80.290556,6.0
3,30.0,9,1975,13.56666667,300,2.0,2,64,7.0,8309.0,1523,7.0,30,0,5.0,3.0,57.09635,-128.086,7.0
3,30.0,9,1975,3.733333333,284,3.0,3,49,1.0,1186.0,1364,60.0,98,0,7.0,3.0,33.92895,35.451278,60.0
3,30.0,9,1975,13.56666667,57,3.0,3,73,8.166666667,9693.833333728999,457,4.0,37,0,7.0,3.0,10.876757,-74.792083,4.0
4,22.0,10,1975,13.56666667,294,3.0,3,43,1.0,2002.0,99,6.0,147,0,7.0,3.0,58.5406,31.3,6.0
5,23.0,10,1975,19.46666667,307,4.0,1,57,20.0,14986.0,709,11.0,10,0,7.0,4.0,-16.854944,145.7343,11.0
5,30.0,10,1975,9.333333333,237,2.0,3,73,4.0,4748.0,1113,120.0,46,0,7.0,4.0,50.184274,14.459246,75.0
2,17.0,11,1975,22.23333333,23,2.0,2,42,3.0,7335.0,122,38.0,67,0,5.0,4.0,42.8303,41.8875,38.0
3,18.0,11,1975,13.56666667,137,2.0,1,80,33.0,39171.0,462,22.0,74,0,5.0,3.0,17.035879,-89.653974,15.0
5,20.0,11,1975,13.56666667,40,2.0,3,105,1.0,373.0,1048,9.0,187,0,4.0,3.0,51.123108,-0.51449,0.0
1,7.0,12,1975,13.56666667,73,4.0,3,69,14.58333333,6594.0,2206,4.0,188,0,4.0,3.0,64.56975,-147.037,4.0
3,16.0,12,1975,20.91666667,68,4.0,3,74,1.75,5569.0,1161,121.0,188,0,2.0,2.0,61.174361,-149.996361,0.0
2,22.0,12,1975,10.48333333,54,4.0,3,71,9.0,10683.0,2109,125.0,89,0,6.0,3.0,45.630606,8.728111,0.0
5,1.0,1,1976,5.5,56,4.0,3,71,15.25,18101.75,1413,81.0,152,0,5.0,4.0,28.572,45.917428,81.0
7,3.0,1,1976,10.08333333,281,2.0,3,108,14.0,17014.0,122,61.0,147,0,4.0,4.0,55.5878,37.155,61.0
7,17.0,1,1976,13.56666667,181,2.0,2,94,12.0,14244.0,1731,25.0,107,0,6.0,3.0,3.11225,101.70275,0.0
6,30.0,1,1976,13.56666667,191,4.0,2,41,12.0,17652.0,98,6.0,96,0,7.0,3.0,43.061306,74.477556,6.0
6,6.0,2,1976,20.5,73,4.0,3,69,14.58333333,5481.0,2206,7.0,164,0,7.0,3.0,40.719,-3.2552,7.0
1,8.0,2,1976,10.73333333,139,4.0,1,83,30.0,10280.0,1396,6.0,188,0,7.0,3.0,34.183333,-118.483333,3.0
2,9.0,2,1976,8.25,279,2.0,3,59,20.0,22069.0,128,115.0,147,0,3.0,3.0,52.268028,104.388975,24.0
4,10.0,3,1976,13.56666667,23,2.0,2,42,3.0,3561.0,124,57.0,147,0,6.0,3.0,51.565,46.046667,0.0
3,16.0,3,1976,16.5,47,2.0,2,64,7.0,8309.0,695,9.0,188,0,4.0,3.0,41.626583,-73.884192,0.0
2,5.0,4,1976,8.316666667,57,3.0,3,73,11.08333333,25360.0,353,50.0,188,0,6.0,4.0,55.345227,-131.696266,1.0
4,14.0,4,1976,16.41666667,185,2.0,2,94,14.0,25753.0,2319,34.0,6,0,5.0,4.0,-38.683,-69.166667,34.0
3,27.0,4,1976,15.16666667,57,3.0,3,73,8.416666667,21926.0,382,88.0,183,0,6.0,3.0,18.341111,-64.960833,37.0
1,9.0,5,1976,13.56666667,68,4.0,3,74,5.666666667,6726.3333337290005,1105,17.0,164,0,5.0,4.0,40.323283,-3.372328,17.0
7,15.0,5,1976,10.8,23,2.0,2,42,1.0,2976.0,105,52.0,185,0,5.0,4.0,51.283333,31.41666,52.0
3,1.0,6,1976,13.56666667,284,3.0,3,49,1.0,2119.0,114,45.0,56,0,5.0,4.0,3.3,8.5333,45.0
6,4.0,6,1976,13.56666667,221,4.0,2,1,17.75,21069.25,255,45.0,73,0,4.0,3.0,13.4963,144.822,45.0
4,23.0,6,1976,17.2,237,2.0,3,73,7.0,21320.0,364,106.0,188,0,7.0,3.0,39.871944,-75.241139,0.0
7,17.0,7,1976,13.56666667,279,2.0,3,59,19.0,22553.0,112,117.0,147,0,3.0,3.0,52.029342,113.27865,0.0
4,28.0,7,1976,9.616666667,191,4.0,2,41,17.0,20179.0,603,79.0,158,0,7.0,4.0,48.1835,17.191,76.0
2,2.0,8,1976,13.56666667,54,4.0,3,71,9.0,10683.0,1238,5.0,85,0,5.0,3.0,35.780221,51.140327,5.0
6,6.0,8,1976,11.05,170,2.0,2,0,1.0,139.0,1014,3.0,10,0,4.0,4.0,-38.038076,144.465579,2.0
2,16.0,8,1976,13.56666667,56,4.0,3,71,15.41666667,18299.583337289998,457,127.0,113,0,6.0,3.0,19.436303,-99.072097,0.0
7,28.0,8,1976,13.56666667,95,4.0,2,104,15.33333333,18200.666662710002,154,6.0,139,0,5.0,5.0,-5.91666,-76.08333,6.0
7,28.0,8,1976,13.56666667,211,4.0,3,71,12.627632687447345,14989.0,2206,18.0,187,0,5.0,3.0,52.54563,-0.160944,18.0
7,28.0,8,1976,11.75,211,4.0,3,71,12.828980623420387,15228.0,2206,27.0,71,0,6.0,3.0,67.0103,-50.7207,23.0
5,2.0,9,1976,7.5,235,2.0,3,73,8.0,9496.0,147,24.0,113,0,6.0,3.0,42.589,-5.655556,0.0
5,9.0,9,1976,13.85,23,2.0,2,42,3.0,3561.0,96,52.0,147,0,5.0,4.0,44.552,37.305,52.0
5,9.0,9,1976,13.85,294,3.0,3,43,6.0,6842.0,122,18.0,147,0,5.0,4.0,44.552,37.305,18.0
6,10.0,9,1976,10.23333333,183,3.0,3,101,4.0,8627.0,557,63.0,42,0,5.0,4.0,45.8925,16.310555,63.0
6,10.0,9,1976,10.23333333,237,2.0,3,73,0.0,1345.0,1113,113.0,42,0,5.0,4.0,45.8925,16.310555,113.0
1,19.0,9,1976,23.25,57,3.0,3,73,1.833333333,2176.166666271,2175,154.0,179,0,7.0,4.0,37.7444,30.5417,154.0
1,26.0,9,1976,8.5,73,4.0,3,69,14.5,6109.0,2206,20.0,188,0,5.0,3.0,44.9583,-83.7106,15.0
1,26.0,9,1976,10.63333333,176,2.0,3,101,7.0,3216.0,1187,11.0,188,0,7.0,4.0,37.957361,-79.821596,11.0
4,6.0,10,1976,17.4,234,4.0,3,93,15.0,17805.0,733,73.0,16,0,5.0,4.0,13.006,-59.51346,73.0
3,16.0,11,1976,13.56666667,235,2.0,3,73,9.0,24333.0,2068,86.0,188,0,3.0,3.0,39.779255,-104.88184,0.0
1,28.0,11,1976,18.93333333,279,2.0,3,59,16.0,22199.0,123,73.0,147,0,5.0,4.0,56.019722,37.291667,73.0
5,16.0,12,1976,13.13333333,294,3.0,3,43,5.0,5762.0,105,5.0,185,0,8.0,4.0,48.028542,35.46723,5.0
6,17.0,12,1976,19.66666667,294,3.0,3,43,0.0,327.0,112,7.0,147,0,4.0,4.0,56.8694,105.685,7.0
7,25.0,12,1976,3.75,54,4.0,3,71,3.0,3561.0,825,52.0,176,0,7.0,3.0,13.9432,100.623,52.0
5,13.0,1,1977,6.583333333,234,4.0,3,71,6.0,19744.0,1161,5.0,188,0,4.0,4.0,61.174361,-149.996361,5.0
5,13.0,1,1977,18.23333333,279,2.0,3,59,19.0,27189.0,113,90.0,93,0,7.0,4.0,43.37638,77.102778,90.0
2,31.0,1,1977,14.26666667,112,2.0,1,117,27.0,32049.0,2114,3.0,188,0,4.0,3.0,61.1788,-150.0,1.0
3,15.0,2,1977,23.28333333,191,4.0,2,41,14.0,29443.0,106,98.0,147,0,4.0,4.0,44.184748,43.136563,77.0
3,1.0,3,1977,13.56666667,137,2.0,1,80,33.0,39171.0,376,19.0,195,0,4.0,3.0,12.831,45.071,19.0
6,4.0,3,1977,3.583333333,234,4.0,3,71,8.0,9496.0,1551,4.0,127,0,7.0,3.0,13.479886,2.164641,2.0
5,17.0,3,1977,13.56666667,54,4.0,3,93,17.0,53180.0,556,4.0,187,0,3.0,4.0,55.50292,-4.5766,0.0
1,27.0,3,1977,17.1,68,4.0,3,74,7.25,25725.0,1575,396.0,164,0,2.0,4.0,28.481785,-16.338754,335.0
1,27.0,3,1977,17.1,68,4.0,3,74,5.583333333,21195.0,1202,248.0,164,0,3.0,4.0,28.481785,-16.338754,248.0
5,31.0,3,1977,13.56666667,97,4.0,1,119,18.0,21366.0,615,12.0,30,0,6.0,3.0,46.44,-63.832,3.0
2,4.0,4,1977,16.31666667,237,2.0,3,73,6.0,15405.0,1938,85.0,188,0,5.0,4.0,33.9625,-84.786944,63.0
