weekday,day,month,year,time,aircraft_type,num_of_engines,engine_type,engine_model,years_active,airframe_hrs,operator,occupants,accident_loc,above_ocean,flight_phase,damage,accident_latitude,accident_longtitude,fatalities
6,17.0,3,2000,9.5,300,2.0,2,64,20.83333333,24729.16666271,76,10.0,136,0,5.0,3.0,8.693333,-77.626666,10.0
6,17.0,3,2000,12.5,137,2.0,1,80,56.0,66472.0,1626,2.0,30,0,6.0,3.0,61.133,-100.9,2.0
6,17.0,3,2000,10.78333333,142,2.0,2,64,16.0,10926.0,1898,6.0,128,0,7.0,3.0,10.582649,7.432487,0.0
3,21.0,3,2000,19.23333333,256,2.0,2,27,7.0,11976.0,386,36.0,188,0,6.0,2.0,31.085833,-97.6865,0.0
7,25.0,3,2000,13.56666667,27,2.0,2,41,9.0,10683.0,398,30.0,3,0,3.0,3.0,-12.808878,15.760547,3.0
1,26.0,3,2000,8.666666667,103,2.0,3,116,5.0,720.0,1416,1.0,188,0,7.0,4.0,30.082408,-97.948061,1.0
4,5.0,4,2000,9.5,202,2.0,3,19,22.0,13262.0,507,3.0,188,0,7.0,4.0,30.826,-85.1881,3.0
4,19.0,4,2000,7.0,59,2.0,3,73,22.25,68475.0,274,131.0,140,0,7.0,4.0,7.186003,125.707108,131.0
4,19.0,4,2000,13.56666667,29,2.0,2,41,41.0,48667.0,934,24.0,47,0,4.0,3.0,-7.716,29.78,24.0
3,25.0,4,2000,19.7,233,3.0,3,22,27.0,13346.0,714,234.0,188,0,3.0,2.0,40.6925,-74.168667,0.0
1,30.0,4,2000,5.8,233,3.0,3,22,23.83333333,69000.0,734,7.0,184,0,6.0,3.0,0.042386,32.443503,0.0
3,2.0,5,2000,14.65,202,2.0,3,19,12.0,4291.0,1520,5.0,63,0,6.0,3.0,45.726387,5.090833,2.0
4,10.0,5,2000,20.51666667,254,2.0,3,19,6.784330244313395,8053.0,1638,6.0,188,0,7.0,4.0,21.127233,-157.1499,6.0
4,17.0,5,2000,9.783333333,45,2.0,2,64,10.0,11870.0,475,10.0,65,0,7.0,3.0,-1.52185,13.252,3.0
1,21.0,5,2000,11.46666667,85,2.0,2,20,11.66666667,13972.0,817,19.0,188,0,7.0,4.0,41.156389,-75.764722,19.0
5,25.0,5,2000,2.866666667,266,2.0,2,64,19.0,15215.0,1971,2.0,63,0,3.0,3.0,49.022235,2.541193,1.0
5,25.0,5,2000,2.866666667,241,2.0,3,73,13.0,15431.0,246,157.0,63,0,3.0,2.0,49.022235,2.541193,0.0
6,2.0,6,2000,19.0,170,2.0,2,0,24.0,1759.0,1585,11.0,18,0,5.0,2.0,51.119568,5.300909,0.0
2,5.0,6,2000,11.58333333,163,2.0,2,94,23.75,28191.25,993,52.0,69,0,6.0,3.0,5.605186,-0.166786,7.0
4,7.0,6,2000,19.63333333,70,2.0,3,22,13.41666667,49134.0,2235,191.0,25,0,3.0,2.0,-23.43315,-46.475396,0.0
4,14.0,6,2000,17.0,241,2.0,3,73,18.83333333,45834.0,714,41.0,188,0,0.0,3.0,40.6925,-74.168667,0.0
4,21.0,6,2000,18.16666667,193,4.0,3,109,14.0,16618.0,1741,232.0,147,0,6.0,4.0,46.396,47.893,0.0
5,22.0,6,2000,14.85,293,2.0,2,36,12.0,13900.0,2316,42.0,36,0,7.0,4.0,30.3659,114.1506,42.0
6,23.0,6,2000,11.68333333,204,2.0,3,19,18.0,8557.0,2216,3.0,188,0,5.0,4.0,26.256473,-80.106983,3.0
6,30.0,6,2000,14.25,300,2.0,2,64,31.0,36797.0,1337,4.0,30,0,6.0,2.0,62.46866,-114.3549,0.0
7,1.0,7,2000,6.133333333,163,2.0,2,94,29.0,34423.0,657,2.0,187,0,6.0,2.0,52.369722,-1.479722,0.0
1,2.0,7,2000,11.7,61,2.0,3,13,3.583333333,8427.0,1646,128.0,188,0,2.0,2.0,28.429392,-81.308994,0.0
3,4.0,7,2000,15.95,284,3.0,3,49,18.0,22409.0,1364,94.0,70,0,6.0,2.0,40.519725,22.97095,0.0
7,8.0,7,2000,19.83333333,85,2.0,2,20,9.75,12041.0,82,19.0,113,0,5.0,4.0,17.4,-92.4833,19.0
1,9.0,7,2000,8.416666667,124,2.0,1,83,55.0,38837.0,1667,19.0,37,0,4.0,4.0,4.168,-73.59,10.0
4,12.0,7,2000,13.56666667,6,2.0,3,22,10.75,41307.0,1043,151.0,11,0,6.0,3.0,48.110278,16.569722,0.0
7,15.0,7,2000,13.56666667,93,2.0,1,83,23.0,27301.0,835,2.0,70,0,8.0,4.0,39.439,23.049,2.0
2,17.0,7,2000,7.566666667,59,2.0,3,73,20.16666667,44087.0,365,58.0,82,0,7.0,3.0,25.59000015,85.10500336,55.0
3,18.0,7,2000,22.7,164,2.0,3,101,19.41666667,23047.58333729,1135,88.0,85,0,6.0,3.0,31.337444,48.762138,0.0
4,19.0,7,2000,0.516666667,173,2.0,2,94,35.33333333,22050.0,345,2.0,188,0,5.0,4.0,46.1174,-67.963,2.0
5,20.0,7,2000,13.56666667,137,2.0,1,80,56.0,66472.0,367,2.0,13,0,4.0,3.0,25.0106,-77.43,2.0
3,25.0,7,2000,16.73333333,39,4.0,3,98,25.0,11989.0,222,109.0,63,0,5.0,4.0,48.985597,2.471951,109.0
5,27.0,7,2000,10.58333333,300,2.0,2,64,21.0,24927.0,1733,25.0,122,0,5.0,3.0,29.04,80.7,25.0
6,28.0,7,2000,0.966666667,173,2.0,2,94,32.0,37984.0,345,2.0,30,0,6.0,3.0,45.468056,-73.741389,0.0
2,31.0,7,2000,0.566666667,300,2.0,2,64,32.0,28711.0,2301,3.0,188,0,7.0,4.0,35.853,-78.77,1.0
6,11.0,8,2000,13.56666667,44,2.0,2,64,29.0,1674.0,1480,9.0,6,0,6.0,2.0,-37.5436,-64.30194,0.0
2,14.0,8,2000,23.95,100,1.0,2,64,14.0,16618.0,1672,2.0,30,0,4.0,3.0,59.675792,-132.168201,2.0
2,14.0,8,2000,18.36666667,254,2.0,3,23,25.0,7185.0,692,4.0,188,0,5.0,4.0,46.55695,-90.060224,2.0
4,23.0,8,2000,19.5,8,2.0,3,13,6.25,17370.0,1032,143.0,14,0,7.0,4.0,26.2975,50.646944,143.0
7,26.0,8,2000,2.75,49,2.0,2,64,14.0,3125.0,1647,3.0,113,0,7.0,4.0,31.91625,-116.66445,3.0
2,4.0,9,2000,13.56666667,49,2.0,2,64,25.0,18771.0,648,8.0,10,0,5.0,4.0,-18.09,140.04,8.0
4,6.0,9,2000,13.56666667,300,2.0,2,64,25.0,29675.0,76,21.0,136,0,6.0,2.0,9.417,-78.833,0.0
4,6.0,9,2000,8.05,210,4.0,2,1,43.0,51041.0,2006,4.0,63,0,8.0,3.0,44.689,4.227,2.0
7,9.0,9,2000,17.85,132,2.0,1,57,5.251895534962089,6234.0,1700,3.0,53,0,6.0,3.0,-2.156,-80.7734,1.0
5,21.0,9,2000,20.83333333,54,4.0,3,71,32.0,37984.0,2082,10.0,127,0,6.0,3.0,13.481547,2.183614,0.0
7,23.0,9,2000,19.83333333,100,1.0,2,64,3.0,2671.0,2064,1.0,188,0,7.0,2.0,45.480432,-69.593086,0.0
3,26.0,9,2000,6.583333333,137,2.0,1,80,55.0,17425.0,1786,2.0,188,0,6.0,2.0,35.214011,-80.943125,0.0
6,6.0,10,2000,16.91666667,237,2.0,3,73,30.0,74277.0,147,88.0,113,0,6.0,3.0,26.008908,-98.228513,0.0
1,8.0,10,2000,15.33333333,268,2.0,2,20,23.5,27894.5,1980,3.0,30,0,7.0,3.0,66.108,-117.9,3.0
3,10.0,10,2000,14.86666667,96,2.0,3,21,6.0,1226.0,542,3.0,188,0,3.0,4.0,37.631193,-97.446842,2.0
5,19.0,10,2000,15.63333333,49,2.0,2,64,14.0,3801.0,78,1.0,188,0,3.0,3.0,37.989666,-122.056888,0.0
3,24.0,10,2000,17.26666667,49,2.0,2,64,14.0,16618.0,990,4.0,68,0,7.0,4.0,47.851,8.533,4.0
4,25.0,10,2000,18.25,191,4.0,2,41,32.0,15256.0,1741,84.0,67,0,7.0,4.0,41.624722,41.823333,84.0
1,5.0,11,2000,20.95,68,4.0,3,74,19.75,48770.0,610,203.0,63,0,6.0,3.0,49.012779,2.55,0.0
5,9.0,11,2000,1.383333333,275,2.0,2,20,22.0,20885.0,1989,1.0,188,0,5.0,4.0,40.978472,-85.195139,1.0
2,13.0,11,2000,18.21666667,239,2.0,3,73,25.0,45600.0,994,50.0,75,0,6.0,3.0,9.576889,-13.611961,0.0
7,25.0,11,2000,6.066666667,37,2.0,3,63,24.0,5743.0,1388,2.0,164,0,7.0,4.0,37.859978,-4.835808,1.0
3,28.0,11,2000,6.416666667,275,2.0,2,20,19.0,22553.0,51,2.0,139,0,6.0,3.0,-8.081411,-79.108761,0.0
4,29.0,11,2000,15.83333333,237,2.0,3,73,31.0,78255.0,324,97.0,188,0,5.0,2.0,33.640444,-84.426944,0.0
5,30.0,11,2000,12.6,66,2.0,3,13,0.0,0.0,965,208.0,87,0,6.0,2.0,52.701978,-8.924817,0.0
7,16.0,12,2000,6.333333333,90,2.0,2,20,11.66666667,13848.33333729,1730,13.0,99,0,6.0,3.0,-29.280552,29.072206,0.0
4,20.0,12,2000,16.33333333,124,2.0,1,83,56.0,10907.0,862,2.0,188,0,5.0,4.0,60.36,-152.58,2.0
4,20.0,12,2000,1.433333333,40,2.0,3,19,21.0,8348.0,1419,4.0,188,0,6.0,3.0,43.607333,-110.73775,0.0
6,22.0,12,2000,17.26666667,49,2.0,2,64,18.0,8845.0,1442,2.0,188,0,7.0,3.0,44.8713,-70.6939,2.0
7,23.0,12,2000,13.85,49,2.0,2,64,5.0,5935.0,2242,5.0,187,0,3.0,3.0,51.3317,-0.8347,5.0
6,29.0,12,2000,13.56666667,68,4.0,3,100,10.58333333,12562.41666271,557,398.0,94,0,5.0,0.0,-1.319242,36.927775,0.0
5,4.0,1,2001,15.78333333,202,2.0,3,19,26.0,16302.0,277,3.0,188,0,3.0,2.0,42.852456,-73.928867,0.0
6,5.0,1,2001,13.56666667,57,3.0,3,73,32.0,40300.0,226,10.0,3,0,6.0,3.0,-7.400892,20.818481,0.0
7,6.0,1,2001,13.56666667,87,2.0,1,57,31.0,36797.0,1034,3.0,76,0,5.0,3.0,5.25,-59.15,3.0
3,9.0,1,2001,17.33333333,57,3.0,3,73,19.16666667,22750.83333729,1309,146.0,6,0,2.0,3.0,-34.819235,-58.552824,0.0
1,14.0,1,2001,13.75,205,2.0,3,66,7.0,2325.0,414,2.0,188,0,6.0,4.0,31.860417,-86.012139,0.0
3,23.0,1,2001,21.58333333,137,2.0,1,80,58.0,55877.0,1357,2.0,188,0,5.0,4.0,53.964113,-166.615571,2.0
5,25.0,1,2001,18.25,137,2.0,1,80,58.0,68846.0,1743,24.0,192,0,5.0,4.0,8.102715,-63.572165,24.0
6,26.0,1,2001,10.5,101,2.0,3,63,28.0,8329.0,1379,4.0,188,0,6.0,3.0,46.479167,-84.36833,0.0
7,27.0,1,2001,17.61666667,49,2.0,2,64,25.0,29675.0,1168,10.0,188,0,5.0,4.0,39.745,-104.317,10.0
4,31.0,1,2001,16.81666667,272,2.0,3,73,35.0,24072.0,1333,6.0,37,0,7.0,4.0,5.2597,-72.432766,3.0
1,4.0,2,2001,19.35,267,2.0,2,64,16.33333333,19387.66666271,37,28.0,187,0,6.0,3.0,53.394256,-1.388486,0.0
4,7.0,2,2001,23.15,8,2.0,3,13,1.0,1149.0,1097,143.0,164,0,6.0,3.0,43.301097,-2.910608,0.0
5,8.0,2,2001,19.33333333,274,2.0,2,20,20.0,7207.0,1521,6.0,188,0,7.0,4.0,45.67128372,-85.59641266,2.0
5,8.0,2,2001,15.66666667,202,2.0,3,19,20.0,23740.0,802,3.0,68,0,7.0,4.0,49.506108,11.060053,3.0
6,23.0,2,2001,10.31666667,103,2.0,3,116,16.320683111964417,19379.0,1408,2.0,68,0,6.0,2.0,52.473025,13.403944,0.0
3,27.0,2,2001,17.51666667,267,2.0,2,64,13.66666667,16222.33333729,1313,2.0,187,0,4.0,3.0,55.991065,-3.242042,2.0
7,3.0,3,2001,9.916666667,267,2.0,2,64,16.0,18992.0,918,21.0,188,0,5.0,4.0,32.261389,-83.736667,21.0
7,3.0,3,2001,14.8,61,2.0,3,13,9.583333333,11375.416666271001,2073,8.0,176,0,0.0,3.0,13.91,100.6,1.0
4,7.0,3,2001,13.56666667,54,4.0,3,71,37.0,67600.0,1897,3.0,25,0,6.0,3.0,-23.432075,-46.469511,0.0
5,8.0,3,2001,21.33333333,103,2.0,3,116,3.0,3561.0,2299,1.0,68,0,6.0,2.0,53.630389,9.988228,0.0
1,11.0,3,2001,17.61666667,57,3.0,3,73,19.91666667,23641.08333729,874,3.0,114,0,6.0,3.0,6.9851,158.208989,0.0
7,17.0,3,2001,10.0,45,2.0,2,64,10.0,11870.0,1764,17.0,3,0,7.0,3.0,-14.77796,13.48172,16.0
7,17.0,3,2001,7.083333333,8,2.0,3,13,3.0,9346.0,1524,151.0,188,0,3.0,2.0,42.212444,-83.353389,0.0
6,23.0,3,2001,4.5,54,4.0,3,71,32.0,55500.0,1323,182.0,100,0,6.0,3.0,6.233789,-10.362311,0.0
7,24.0,3,2001,16.46666667,300,2.0,2,64,32.0,35680.0,200,19.0,72,0,7.0,3.0,17.906723,-62.851843,19.0
2,26.0,3,2001,18.41666667,163,2.0,2,94,20.16666667,31300.0,1399,3.0,84,0,7.0,3.0,-7.366241,112.800933,3.0
5,29.0,3,2001,19.01666667,176,2.0,3,101,21.0,7266.0,478,18.0,188,0,7.0,4.0,39.23858261,-106.8772812,18.0
2,2.0,4,2001,16.48333333,101,2.0,3,63,4.933445661331087,5856.0,1174,1.0,188,0,4.0,4.0,44.457246,-88.102195,1.0
4,4.0,4,2001,13.56666667,59,2.0,3,73,28.08333333,33334.91666271,1725,2.0,30,0,6.0,3.0,47.61861,-52.751945,0.0
7,28.0,4,2001,5.283333333,100,1.0,2,64,5.0,5935.0,1283,10.0,6,0,5.0,4.0,-35.24,-59.18,10.0
3,1.0,5,2001,14.61666667,237,2.0,3,73,33.0,39171.0,1524,42.0,188,0,0.0,2.0,44.883325,-93.216922,0.0
5,10.0,5,2001,12.53333333,241,2.0,3,73,12.0,42293.0,1948,51.0,187,0,6.0,2.0,53.333611,-2.849722,0.0
5,17.0,5,2001,7.75,294,3.0,3,43,24.0,11156.0,889,30.0,85,0,5.0,3.0,36.439733,53.206344,30.0
5,17.0,5,2001,12.33333333,163,2.0,2,94,32.0,37984.0,955,5.0,6,0,4.0,3.0,-32.830115,-68.790189,5.0
3,22.0,5,2001,13.41666667,59,2.0,3,73,26.0,30862.0,907,104.0,30,0,6.0,3.0,62.462778,-114.440278,0.0
4,23.0,5,2001,15.06666667,161,2.0,3,102,8.916666667,21589.0,382,92.0,188,0,6.0,2.0,32.896828,-97.037997,0.0
5,7.0,6,2001,2.216666667,49,2.0,2,64,11.0,5331.0,161,2.0,164,0,6.0,4.0,42.896333,-8.415144,0.0
3,12.0,6,2001,13.0,200,2.0,3,24,23.0,8419.0,447,2.0,188,0,6.0,4.0,38.790967,-97.652169,0.0
5,14.0,6,2001,16.13333333,303,2.0,2,65,11.0,23935.0,2292,27.0,132,0,6.0,3.0,70.600256,29.692678,0.0
6,15.0,6,2001,13.56666667,277,2.0,2,104,16.0,18992.0,1373,16.0,84,0,6.0,3.0,-2.576953,140.516372,1.0
2,25.0,6,2001,10.35,142,2.0,2,64,21.0,24927.0,342,9.0,10,0,5.0,3.0,-34.623889,148.028056,0.0
4,4.0,7,2001,2.133333333,284,3.0,3,109,15.0,20953.0,2253,145.0,147,0,7.0,4.0,52.126733,104.622183,145.0
6,6.0,7,2001,13.56666667,100,1.0,2,64,5.0,5935.0,1387,2.0,9,1,5.0,3.0,26.071351,-79.813355,0.0
2,9.0,7,2001,13.41666667,137,2.0,1,80,58.0,14153.0,2228,4.0,188,0,6.0,2.0,28.5148,-80.799228,0.0
3,10.0,7,2001,16.76666667,100,1.0,2,64,1.0,1187.0,1327,13.0,22,0,5.0,3.0,-16.653226,-68.276615,0.0
7,14.0,7,2001,8.883333333,193,4.0,3,109,17.0,3523.0,1740,10.0,147,0,4.0,3.0,55.863773,38.098733,10.0
3,17.0,7,2001,13.0,164,2.0,3,101,16.66666667,19783.33333729,2020,76.0,53,0,6.0,2.0,0.809506,-77.708056,0.0
4,1.0,8,2001,7.0,57,3.0,3,73,21.91666667,26015.08333729,2323,111.0,57,0,6.0,3.0,15.2838,38.89275,0.0
1,5.0,8,2001,13.56666667,126,2.0,3,23,35.0,41545.0,1466,3.0,71,0,7.0,3.0,61.112411,-45.564117,3.0
5,9.0,8,2001,20.41666667,55,2.0,3,92,0.0,845.0,2109,76.0,188,0,6.0,2.0,38.545178,-89.835183,0.0
5,9.0,8,2001,9.8,49,2.0,2,64,3.0,996.0,2270,6.0,188,0,6.0,3.0,32.966722,-82.8381667,0.0
5,23.0,8,2001,22.13333333,68,4.0,3,100,15.91666667,18893.083337289998,1808,6.0,107,0,2.0,3.0,2.745578,101.709917,0.0
5,23.0,8,2001,13.56666667,25,2.0,2,32,12.0,14244.0,2239,11.0,47,0,5.0,3.0,-3.448409,27.432221,4.0
6,24.0,8,2001,5.7,200,2.0,3,24,31.0,12486.0,391,2.0,188,0,4.0,4.0,42.501333,-76.473333,2.0
6,24.0,8,2001,5.75,12,2.0,3,103,2.0,10433.0,304,306.0,142,0,5.0,2.0,38.760694,-27.090162,0.0
6,24.0,8,2001,6.666666667,49,2.0,2,64,20.0,10821.0,1414,1.0,188,0,7.0,4.0,40.17,-84.327,1.0
3,28.0,8,2001,18.08333333,126,2.0,3,23,34.0,13282.0,1020,2.0,188,0,6.0,2.0,42.409195,-83.009861,0.0
4,29.0,8,2001,10.26666667,91,2.0,2,27,11.0,14577.0,530,47.0,164,0,7.0,3.0,36.663431,-4.483263,4.0
4,5.0,9,2001,13.56666667,284,3.0,3,109,8.0,9496.0,2221,116.0,147,0,6.0,2.0,54.557511,55.874417,0.0
4,5.0,9,2001,13.56666667,71,2.0,3,28,3.0,11221.0,557,26.0,188,0,0.0,2.0,39.861656,-104.673178,0.0
3,11.0,9,2001,8.766666667,70,2.0,3,22,14.41666667,58350.0,382,92.0,188,0,5.0,4.0,40.712732,-74.012672,92.0
3,11.0,9,2001,9.05,70,2.0,3,74,18.66666667,66647.0,2198,65.0,188,0,5.0,4.0,40.711234,-74.013368,65.0
3,11.0,9,2001,10.05,69,2.0,3,76,5.0,18435.0,2198,44.0,188,0,5.0,4.0,40.050451,-78.904644,44.0
3,11.0,9,2001,9.666666667,69,2.0,3,100,10.0,33432.0,382,64.0,188,0,5.0,4.0,38.870917,-77.058368,64.0
4,12.0,9,2001,16.33333333,206,2.0,2,114,12.0,1903.0,56,19.0,113,0,4.0,4.0,20.650993,-88.460945,19.0
7,15.0,9,2001,20.7,161,2.0,3,102,8.583333333,10188.416666271001,2018,88.0,25,0,5.0,2.0,-19.911,-43.966,1.0
1,16.0,9,2001,10.88333333,59,2.0,3,73,26.75,68500.0,2235,67.0,25,0,6.0,3.0,-16.632033,-49.220686,0.0
3,18.0,9,2001,6.7,206,2.0,2,114,15.0,2467.0,430,13.0,74,0,3.0,3.0,14.583272,-90.527475,8.0
6,21.0,9,2001,20.15,194,4.0,3,50,16.0,18992.0,107,322.0,186,0,6.0,3.0,25.254997,55.364278,0.0
5,4.0,10,2001,13.75,284,3.0,3,109,11.0,16705.0,1849,78.0,9,1,5.0,4.0,42.183333,37.616667,78.0
2,8.0,10,2001,8.166666667,241,2.0,3,73,10.0,25573.0,1811,110.0,89,0,3.0,4.0,45.45136642,9.277235985,110.0
2,8.0,10,2001,8.166666667,103,2.0,3,116,0.0,28.0,1035,4.0,89,0,2.0,3.0,45.4480629,9.275933266,4.0
4,10.0,10,2001,9.433333333,100,1.0,2,64,15.0,10080.0,1601,10.0,188,0,4.0,4.0,59.05250168,-158.4734955,10.0
4,10.0,10,2001,10.7,274,2.0,2,20,25.0,11950.0,916,10.0,164,0,5.0,4.0,39.98500061,0.534721971,10.0
4,10.0,10,2001,13.56666667,267,2.0,2,64,13.41666667,15925.58333729,873,41.0,63,0,2.0,2.0,47.594444,7.536111,0.0
5,11.0,10,2001,23.55,275,2.0,2,20,23.0,27301.0,1607,3.0,30,0,7.0,3.0,55.878101,-92.079629,2.0
4,17.0,10,2001,14.15,5,2.0,3,22,18.25,21662.75,1569,205.0,186,0,6.0,3.0,25.254997,55.364278,0.0
5,18.0,10,2001,5.783333333,274,2.0,2,20,26.0,30862.0,1045,2.0,6,0,3.0,2.0,-38.72027,-62.1575,0.0
6,2.0,11,2001,19.53333333,100,1.0,2,64,1.0,1187.0,1956,2.0,30,0,7.0,2.0,46.238064,6.10895,0.0
7,3.0,11,2001,3.333333333,252,2.0,2,64,12.0,14244.0,972,3.0,161,0,3.0,3.0,-26.170333,28.2475,3.0
2,12.0,11,2001,9.266666667,5,2.0,3,22,13.91666667,37550.0,382,260.0,188,0,5.0,4.0,40.577108,-73.850363,260.0
4,14.0,11,2001,13.56666667,100,1.0,2,64,7.0,8309.0,2101,13.0,25,0,5.0,0.0,4.482981,-60.550499,0.0
6,16.0,11,2001,12.83333333,10,2.0,3,40,4.5,5341.5,1413,88.0,54,0,6.0,2.0,30.121944,31.405556,0.0
2,19.0,11,2001,21.31666667,191,4.0,2,41,39.0,11617.0,1095,27.0,147,0,5.0,3.0,57.069335,38.074563,27.0
5,22.0,11,2001,13.08333333,200,2.0,3,24,29.0,10004.0,2216,2.0,188,0,3.0,4.0,40.491467,-80.232872,2.0
7,24.0,11,2001,22.1,84,4.0,3,56,5.25,13194.0,731,33.0,170,0,7.0,4.0,47.453888,8.626944,24.0
3,27.0,11,2001,1.933333333,68,4.0,3,74,21.75,80500.0,1348,13.0,128,0,7.0,3.0,4.990907,6.937252,1.0
3,27.0,11,2001,5.633333333,275,2.0,2,20,24.0,28488.0,83,3.0,6,0,6.0,3.0,-38.724967,-62.169317,0.0
6,30.0,11,2001,18.46666667,85,2.0,2,20,17.0,14074.0,857,13.0,132,0,6.0,3.0,59.185,9.566666,0.0
1,2.0,12,2001,18.55,130,2.0,2,65,7.0,10340.0,1532,3.0,68,0,6.0,3.0,53.0475,8.786667,0.0
2,10.0,12,2001,13.56666667,199,2.0,3,24,29.0,7966.0,202,2.0,188,0,5.0,4.0,31.5445,-105.622183,2.0
2,10.0,12,2001,22.66666667,49,2.0,2,64,19.0,10907.0,1728,2.0,10,0,7.0,4.0,-37.69,140.796,1.0
6,14.0,12,2001,13.56666667,206,2.0,2,64,28.0,33236.0,808,6.0,47,0,5.0,3.0,1.242472,30.16922,6.0
1,16.0,12,2001,10.41666667,206,2.0,2,114,15.0,1863.0,1053,16.0,37,0,5.0,4.0,6.153889,-75.677778,16.0
2,17.0,12,2001,11.45,62,2.0,3,13,11.5,13650.5,1712,108.0,25,0,6.0,2.0,-19.851181,-43.950628,0.0
5,20.0,12,2001,22.11666667,107,2.0,3,63,11.0,3559.0,810,2.0,170,0,4.0,3.0,47.47805405,8.540833473,2.0
6,21.0,12,2001,20.5,211,4.0,3,71,33.20303285593934,39412.0,260,0.0,188,0,0.0,3.0,35.042417,-89.976667,0.0
4,26.0,12,2001,10.21666667,87,2.0,1,57,18.0,3939.0,491,9.0,68,0,4.0,4.0,53.516824,8.558941,8.0
5,27.0,12,2001,20.65,12,2.0,3,77,3.25,3857.75,2018,41.0,170,0,2.0,1.0,47.45574,8.565847,0.0
5,27.0,12,2001,20.65,84,4.0,3,56,2.333333333,2769.666666271,731,41.0,170,0,0.0,1.0,47.45574,8.565847,0.0
6,4.0,1,2002,12.11666667,96,2.0,3,21,3.0,1594.0,843,5.0,187,0,3.0,3.0,52.45291,-1.744251,5.0
2,14.0,1,2002,7.466666667,143,2.0,2,65,16.0,23578.0,1098,3.0,164,0,5.0,4.0,43.159475,-2.525319,3.0
2,14.0,1,2002,10.25,59,2.0,3,73,32.25,68133.0,1305,103.0,84,0,3.0,3.0,0.461169,101.444642,0.0
3,15.0,1,2002,8.75,300,2.0,2,64,21.0,24927.0,1647,18.0,113,0,6.0,3.0,17.575009,-99.515827,4.0
4,16.0,1,2002,16.48333333,60,2.0,3,13,12.83333333,28141.0,980,60.0,84,0,7.0,3.0,-7.667,110.78,1.0
5,17.0,1,2002,11.01666667,157,2.0,2,94,36.0,29154.0,1612,26.0,37,0,5.0,3.0,0.519444,-77.491666,26.0
5,24.0,1,2002,19.5,100,1.0,2,64,9.0,3151.0,2064,1.0,188,0,3.0,2.0,44.530744,-69.675767,0.0
2,28.0,1,2002,10.4,57,3.0,3,73,34.25,64001.0,2020,94.0,37,0,7.0,4.0,0.917778,-77.868889,94.0
7,2.0,2,2002,14.5,202,2.0,3,19,17.0,20179.0,2206,2.0,188,0,4.0,3.0,44.152357,-103.116388,2.0
5,7.0,2,2002,13.56666667,17,4.0,2,41,33.0,39171.0,2255,8.0,118,0,5.0,3.0,30.769798,-8.852266,8.0
5,7.0,2,2002,18.41666667,103,2.0,3,116,1.0,70.0,331,1.0,188,0,6.0,2.0,38.143611,-122.5561,0.0
1,10.0,2,2002,23.03333333,243,2.0,3,63,19.0,7457.0,915,2.0,188,0,6.0,3.0,41.565125,-81.486356,0.0
3,12.0,2,2002,7.5,284,3.0,3,109,11.0,12701.0,1134,119.0,85,0,7.0,4.0,33.695205,47.966655,119.0
5,14.0,2,2002,17.33333333,49,2.0,2,64,9.0,4141.0,1242,2.0,170,0,7.0,4.0,46.69343,9.9973,2.0
4,27.0,2,2002,9.25,24,2.0,2,42,22.0,26114.0,832,16.0,167,0,6.0,3.0,9.988462,29.401474,0.0
2,4.0,3,2002,5.05,275,2.0,2,20,16.0,18992.0,1654,2.0,30,0,6.0,3.0,53.319168,-60.425833,0.0
4,6.0,3,2002,20.76666667,130,2.0,2,65,7.0,8309.0,1815,20.0,187,0,3.0,1.0,55.95,-3.3725,0.0
6,15.0,3,2002,2.0,100,1.0,2,64,14.0,9942.0,1642,1.0,188,0,7.0,2.0,44.35731506,-91.78583527,1.0
6,15.0,3,2002,15.0,87,2.0,1,57,31.75,37687.25,541,1.0,30,0,0.0,4.0,54.671389,-94.145278,0.0
1,17.0,3,2002,18.03333333,206,2.0,2,114,11.0,13057.0,780,4.0,49,0,7.0,3.0,11.54757,43.193948,4.0
2,18.0,3,2002,22.3,57,3.0,3,73,35.08333333,41643.916662710006,2235,3.0,25,0,6.0,3.0,-19.63375,-43.968856,0.0
3,2.0,4,2002,13.56666667,27,2.0,2,41,14.0,2855.0,1698,41.0,3,0,6.0,3.0,-8.75,17.983,0.0
6,12.0,4,2002,4.116666667,275,2.0,2,20,17.0,29726.0,2038,2.0,164,0,6.0,3.0,39.55577,2.762307,2.0
2,15.0,4,2002,11.35,70,2.0,3,74,16.5,39541.0,205,166.0,162,0,7.0,4.0,35.232702,128.928,129.0
3,16.0,4,2002,13.56666667,185,2.0,2,94,22.0,26114.0,339,47.0,161,0,6.0,3.0,-25.333822,27.173358,0.0
6,19.0,4,2002,8.883333333,27,2.0,2,41,11.0,3153.0,1777,8.0,37,0,3.0,3.0,2.457451,-76.600113,3.0
6,26.0,4,2002,13.56666667,54,4.0,3,71,29.0,34423.0,1065,3.0,47,0,6.0,3.0,-4.38575,15.444569,0.0
7,4.0,5,2002,13.58333333,38,2.0,3,101,22.0,24644.0,803,77.0,128,0,4.0,4.0,12.01915771,8.504211,73.0
3,7.0,5,2002,15.3,62,2.0,3,13,10.66666667,26805.0,825,62.0,178,0,7.0,4.0,36.87658,10.14921,14.0
3,7.0,5,2002,21.53333333,241,2.0,3,73,12.0,26000.0,668,112.0,36,0,7.0,4.0,38.946576,121.795719,112.0
